Project ID,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim/Interconnection Service/Generation Interconnection Agreement,Interim/Interconnection Service/Generation Interconnection Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Submitted Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Commercial Operation Milestone,Actual In Service Date,Attachment Type,Alternate Project,Sliding Project
A55,Lakewood 230kV,Lakewood NUG,NJ,Ocean,In Service,JCPL,500.0,500.0,500.0,301.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/a55_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/a55_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/a55_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/a55_isa.pdf,Document Posted,,,Not Required,,,1/7/2003,2/22/1999,,,,,,12/31/2005,,12/31/2005,N,No,
A56,Pedricktown 230kV,,NJ,Salem,Withdrawn,AEC,500.0,500.0,500.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/a56_fea.pdf,Document Posted,,,,,,,,,,,,,3/8/1999,,,,8/17/1999,,,,,N,No,
A57,Edgemoor,Unit 1,PA,Dauphin,Withdrawn,AEC,500.0,30.0,30.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/a57_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/a57_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,3/8/1999,,,,7/27/2000,,10/31/2001,,,N,No,
A58,Hawkins Gate / Oak Grove 230kV,,MD,Prince George's,Withdrawn,PEPCO,450.0,450.0,450.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/a58_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,3/29/1999,,,,8/28/1999,,,,,N,No,
A59,Emilie,Ford Mill,PA,Bucks,In Service,PECO,0.0,0.0,0.0,0.0,Energy,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/a59_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/a59_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/a59_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/a59_isa.pdf,Document Posted,,,Not Required,,,8/1/2003,4/1/1999,,,1/21/2004,,,5/27/2004,,5/27/2004,N,No,
A59_W00,Springdale 138 kV,Springdale 1 & 2,PA,Allegheny,In Service,APS,96.0,96.0,88.0,88.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/a59_w00_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/a59_w00_imp.pdf,Document Posted,,Not Required,,,,,,,,,1/1/1999,,,,,,12/1/2000,,12/1/2000,N,No,
A60,Hunterstown 500 kV,,PA,Adams,Withdrawn,ME,679.0,679.0,679.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/a60_fea.pdf,Document Posted,,,,,,,,,,,,,4/8/1999,,,,,,,,,N,No,
A61,Hawkins Gate / Oak Grove 230kV,,DE,New Castle,Withdrawn,PEPCO,450.0,450.0,450.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/a61_fea.pdf,Document Posted,,,,,,,,,,,,,3/30/1999,,,,,,,,,N,No,
B01,Dickerson,,MD,Montgomery,Withdrawn,PEPCO,398.0,398.0,398.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b01_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b01_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b01_fac.pdf,Document Posted,,Withdrawn,,,,,,,4/29/1999,,,,7/22/2002,,,,,N,No,
B02,Morgantown,Morgantown Units 1 & 2,MD,Charles,In Service,PEPCO,80.0,80.0,80.0,80.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b02_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b02_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b02_isa.pdf,Document Posted,,,Not Required,,,,4/30/1999,,,,,,3/17/2001,,3/17/2001,N,No,
B03,Hosensack 500kV,Bethlehem,PA,Northampton,In Service,PPL,750.0,750.0,750.0,750.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b03_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b03_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b03_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b03_isa.pdf,Document Posted,,,Not Required,,,,4/30/1999,,,,,,1/28/2003,,1/28/2003,N,No,
B04,Oyster Creek,,NJ,Ocean,Withdrawn,JCPL,800.0,800.0,800.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b04_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,4/30/1999,,,,,,,,,N,No,
B05,Wayne-Homer City 345kV,,PA,Indiana,In Service,PENELEC,265.0,265.0,250.0,265.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b05_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b05_imp2.pdf,Interim Study,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b05_isa.pdf,Document Posted,,,Not Required,,,,4/30/1999,,,,,,1/1/2002,,1/1/2002,N,No,
B06,Wayne-Homer City 345kV,,PA,Indiana,Withdrawn,PENELEC,525.0,525.0,525.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b06_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,5/10/1999,,,,,,,,,N,No,
B07,Keystone 500kV,,PA,Armstrong,Withdrawn,PENELEC,300.0,300.0,300.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b07_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,5/10/1999,,,,,,,,,N,No,
B08,Friedensburg 69kV,,PA,Berks,Withdrawn,ME,5.0,5.0,5.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b08_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b08_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,6/9/1999,,,,,,,,,N,No,
B09A,Burlington 138kV,Burlington,NJ,Burlington,In Service,PSEG,168.0,168.0,168.0,168.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b09a_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b09a_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b09a_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b09a_isa.pdf,Document Posted,,,Not Required,,,,6/10/1999,,,,,,7/22/2000,,7/22/2000,N,No,
B09b,Burlington 138kV,,NJ,Burlington,Withdrawn,PSEG,336.0,336.0,336.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b09b_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b09b_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,6/10/1999,,,,,,,,,N,No,
B10,Keystone 500kV,,PA,Armstrong,Withdrawn,PENELEC,600.0,600.0,600.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b10_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b10_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,6/10/1999,,,,,,,,,N,No,
B12,Limerick 230kV,,PA,Montgomery,Withdrawn,PECO,500.0,500.0,500.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b12_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b12_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b12_fac.pdf,Document Posted,,Withdrawn,,,,,,,6/14/1999,,,,6/13/2002,,,,,N,No,
B12_W01,South Bend 500 kV,South Bend CT1 - CT4,PA,Armstrong,In Service,APS,600.0,600.0,600.0,600.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b12_w01_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b12_w01_imp.pdf,Document Posted,,Not Required,,,,,,,,,1/1/1999,,,,,,3/1/2002,,3/1/2002,N,No,
B12_W02,Oak Grove 138 kV,Oak Grove CT1 & CT2,WV,Pleasants,In Service,APS,300.0,300.0,300.0,300.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b12_w01_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b12_w02_imp.pdf,Document Posted,,Not Required,,,,,,,,,1/1/1999,,,,,,10/1/2002,,10/1/2002,N,No,
B13,Lakewood 230kV,,NJ,Ocean,Withdrawn,JCPL,9.0,9.0,9.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b13_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,7/2/1999,,,,,,,,,N,No,
B14,Arnold 115kV,Arnold (Green Mountain) WF,PA,Somerset,Deactivated,PENELEC,10.4,10.4,2.08,10.4,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b14_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b14_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b14_isa.pdf,Document Posted,,,Not Required,,,,7/6/1999,,,,,,1/1/1999,,8/13/2004,N,No,
B15,Morgantown/Oak Grove 230kV,,MD,Charles,Withdrawn,PEPCO,550.0,550.0,550.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b15_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b15_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b15_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b15_isa.pdf,Document Posted,,,,,,,7/12/1999,,,,10/2/2002,,6/1/2003,,,N,No,
B16,Morgantown/Oak Grove 230kV,,MD,Charles,Withdrawn,PEPCO,550.0,550.0,550.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b16_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b16_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b16_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b16_isa.pdf,Document Posted,,,,,,,7/12/1999,,,,10/2/2002,,6/1/2004,,,N,No,
B17,Jerseyville 34.5kV,Statoil,NJ,Monmouth,Withdrawn,JCPL,2.1,2.1,,0.0,Energy,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b17_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b17_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b17_isa.pdf,Document Posted,,,Not Required,,,,7/17/1999,,,,1/26/2021,,1/1/1999,,,N,No,
B18,Limerick-Cromby 230kV,,PA,Chester,Withdrawn,PECO,750.0,750.0,750.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b18_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,7/23/1999,,,,,,,,,N,No,
B18_W03,Springdale 138 kV,"Springdale CT3, CT4, ST5",PA,Allegheny,In Service,APS,525.0,525.0,525.0,509.0,Capacity,Generation Interconnection,Natural Gas,,,,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b18_w03_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b18_w03_isa.pdf,Document Posted,,,Not Required,,,,1/1/1999,,,,,,8/1/2003,,8/1/2003,N,No,
B19,Melrose 34.5kV,Middlesex Sewer,NJ,Middlesex,In Service,JCPL,20.0,20.0,20.0,20.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b19_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b19_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b19_isa.pdf,Document Posted,,,Not Required,,,,7/30/1999,,,,,,4/6/2001,,4/6/2001,N,No,
B20,Elm St. 115kV,,PA,Warren,Withdrawn,PENELEC,70.0,70.0,70.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b20_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,8/7/1999,,,,10/23/2000,,,,,N,No,
B21,South Reading 500kV,,PA,Berks,Withdrawn,ME,925.0,925.0,925.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b21_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,8/9/1999,,,,9/15/2000,,,,,N,No,
B22,Gould St. 34.5 kV,,MD,Baltimore City,Withdrawn,BGE,9.9,9.9,9.9,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b22_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,8/11/1999,,,,,,,,,N,No,
B23,Siegfried/Allentown 138kV,Northampton,PA,Northampton,In Service,PPL,115.0,5.0,5.0,2.0,Capacity,Generation Interconnection,Coal,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b23_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b23_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b23_isa.pdf,Document Posted,,,Not Required,,,,8/21/1999,,,,,,6/10/2001,,6/10/2001,N,No,
B23_W04,Gans 138 kV,Gans 8 & 9,PA,Fayette,In Service,APS,88.0,88.0,88.0,88.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b23_w04_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b23_w04_imp.pdf,Document Posted,,Not Required,,,,,,,,,8/26/1999,,,,,,12/1/2001,,12/1/2001,N,No,
B24,Oak Grove 13.8kV,,MD,Prince George's,Withdrawn,PEPCO,6.8,6.8,6.8,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b24_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,9/7/1999,,,,,,,,,N,No,
B25,Cromby 230kV,,PA,Chester,Withdrawn,PECO,870.0,870.0,870.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b25_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b25_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b25_fac.pdf,Document Posted,,Withdrawn,,,,,,,9/20/1999,,,,5/3/2002,,,,,N,No,
B26,Hunlock Creek 66kV,Hunlock Creek 66kV,PA,Luzerne,In Service,UGI,50.0,50.0,50.0,44.7,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b26_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b26_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b26_isa.pdf,Document Posted,,,Not Required,,,,9/20/1999,,,,,,5/26/2002,,5/26/2002,N,No,
B27,Portland 230kV,,PA,Northampton,Withdrawn,ME,920.5,362.0,362.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b27_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,11/3/1999,,,,11/6/2000,,,,,N,No,
B28,Muddy Run 230kV,Muddy Run,PA,York,In Service,PECO,160.0,160.0,160.0,160.0,Capacity,Generation Interconnection,Hydro,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b28_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b28_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b28_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b28_isa.pdf,Document Posted,,,Not Required,,,,11/12/1999,,,,,,8/27/2003,,8/27/2003,N,No,
B28_W07,Backbone Mountain 138 kV,Backbone WF,WV,Tucker,In Service,APS,90.0,90.0,18.0,66.0,Capacity,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b28_w07_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b28_w07_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b28_w07_isa.pdf,Document Posted,,,Not Required,,,,11/12/1999,,,,,,5/1/2003,,5/1/2003,N,No,
B28_W08,Mill Run 25 kV,Mill Run WF,PA,Fayette,In Service,APS,15.0,15.0,,15.0,Energy,Generation Interconnection,Wind,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b28_w08_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b28_w08_imp.pdf,Document Posted,,Not Required,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b28_w08_isa.pdf,Document Posted,,,Not Required,,,,11/12/1999,,,,,,4/1/2002,,4/1/2002,N,No,
B29,Perryman 230kV/115kV,,MD,Harford,Withdrawn,BGE,750.0,750.0,750.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b29_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b29_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,11/15/1999,,,,4/17/2001,,,,,N,No,
B30,Emilie 230kV,Ford Mill,PA,Bucks,In Service,PECO,1268.0,1268.0,1145.0,1268.0,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b30_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b30_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b30_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b30_isa.pdf,Document Posted,,,Not Required,,,8/26/2003,11/22/1999,,,4/1/2004,,,6/29/2004,,6/29/2004,N,No,
B31,Brunner-West Hempfield 230kV,,PA,Lancaster,Withdrawn,PPL,600.0,600.0,600.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b31_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,11/22/1999,,,,10/9/2000,,,,,N,No,
B32,TMI 230kV,,PA,Dauphin,Withdrawn,ME,650.0,500.0,500.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b32_fea.pdf,Document Posted,,Withdrawn,,,,,,,,,,,11/23/1999,,,,12/5/2000,,,,,N,No,
B33,Steelton 230kV,,PA,Dauphin,Withdrawn,PPL,500.0,500.0,500.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b33_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b33_imp.pdf,Document Posted,,Withdrawn,,,,,,,,,11/23/1999,,,,12/3/2002,,5/1/2005,,,N,No,
B34,Seward 230kV,"Seward 1 (Hay Road 5,6,7,8)",PA,Westmoreland,In Service,PENELEC,525.0,525.0,304.0,325.0,Capacity,Generation Interconnection,Other,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b34_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b34_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b34_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b34_isa.pdf,Document Posted,,,Not Required,,,9/1/2003,11/23/1999,,,3/10/2004,,,6/9/2006,,6/9/2006,N,No,
B35,South Akron 230kV,West Earl,PA,Lancaster,Withdrawn,PPL,313.0,313.0,313.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b35_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b35_imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b35_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b35_isa.pdf,Document Posted,,,,,,,11/24/1999,,,,3/10/2003,,,,,N,No,
B36,South Akron 230kV,West Earl,PA,Lancaster,Withdrawn,PPL,78.0,78.0,78.0,,Capacity,Generation Interconnection,Natural Gas,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/b36_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/b36imp.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/facilities/b35_fac.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/isa/b36_isa.pdf,Document Posted,,,,,,,11/24/1999,,,,3/10/2003,,6/30/2004,,,N,No,
